order_id,customer_id,customer_name,customer_email,customer_city,product_name,category,sub_category,brand,size,color,gender,mrp,price,quantity,total_amount,order_date,rating,review_text,review_count,payment_method,delivery_status,delivery_days,is_returned,return_reason,coupon_applied,discount_amount,is_myntra_insider,order_date_str
MY837638,CUST73972,Customer_C869,user1525@example.com,Bangalore,Metro Formal Shoes,Kids' Wear,Boys Clothing,Lakme,M,Green,Female,6628.52,-3499.0,2,6998.0,2025-12-29 01:51:00.135969,2.0,,465,Invalid Method,Delivered,3,False,,FESTIVE40,419.1658578365307,True,2025-12-29
MY578180,CUST54585,Customer_E657,user3923@example.com,Ahmedabad,Metro Formal Shoes,Accessories,Sunglasses,Adidas,S,Grey,Female,4309.62,3499.0,1,3499.0,2025-11-19 01:51:00.135969,4.0,Great product!,196,UPI,Returned,4,False,,WELCOME20,155.4488535300787,False,2025-11-19
MY535823,CUST52033,Customer_A313,user7997@example.com,Ahmedabad,HRX Graphic Tee,Beauty & Personal Care,Haircare,Anouk,5XL,Grey,Female,1396.07,699.0,3,2097.0,2026-01-09 01:51:00.135969,5.0,Perfect fit,288,COD,Delivered,17,False,,WELCOME20,13.144795650447845,False,2026-01-09
MY873981,CUST70155,Customer_E31,user400@example.com,Ahmedabad,Wrangler Jeans,Beauty & Personal Care,Makeup,Fastrack,7,Teal,Female,3051.94,2299.0,4,9196.0,2026-01-07 01:51:00.135969,4.0,Great product!,67,Gift Card,Out for Delivery,17,False,,,0.0,False,2026-01-07
MY535657,CUST82829,Customer_C22,user5934@example.com,Ahmedabad,Bata Sandals,Beauty & Personal Care,Skincare,Fastrack,8,Maroon,Female,2243.65,1299.0,2,2598.0,2025-05-07 01:51:00.135969,4.0,,370,Net Banking,In Transit,2,False,,WELCOME20,288.7289098159695,False,2025-05-07
MY918878,CUST22463,Customer_C308,user5210@example.com,Ahmedabad,Wrangler Jeans,Women's Clothing,Sarees,Fastrack,4XL,Green,Unisex,3041.48,2299.0,1,2299.0,2025-10-04 01:51:00.135969,2.0,,481,Debit Card,Delivered,10,True,Size issue,FLAT50,35.57731819323641,True,2025-10-04
MY810851,CUST86978,Customer_C387,user5949@example.com,Chennai,Maybelline Foundation,Sports Wear,Sports Bra,Lakme,L,Red,Unisex,1488.02,799.0,2,1598.0,2025-10-15 01:51:00.135969,5.0,Worth the money,96,UPI,Out for Delivery,19,False,,,0.0,False,2025-10-15
MY739988,CUST59440,Customer_D92,user2814@example.com,Delhi,Biba Kurta,Sports Wear,Track Pants,Fastrack,XS,Maroon,Unisex,3797.4,2499.0,1,2499.0,2025-06-07 01:51:00.135969,5.0,,348,Myntra Credit,Out for Delivery,4,False,,,0.0,False,2025-06-07
MY665837,CUST90390,Customer_B357,user9377@example.com,Pune,Libas Lehenga,Beauty & Personal Care,Skincare,,4XL,Red,Unisex,12945.03,8999.0,4,35996.0,2025-07-28 01:51:00.135969,5.0,Excellent!,178,Debit Card,Delivered,6,False,,FLAT50,674.3986658518332,False,2025-07-28
MY349658,CUST94574,Customer_C744,user5917@example.com,Ahmedabad,Levis Jeans,Ethnic Wear,Salwar Suits,,XXL,Green,Unisex,3126.84,749.7,3,2249.1,2026-03-15 01:51:00.135969,3.0,,483,Credit Card,Delivered,1,False,,FESTIVE40,93.6928653681521,False,2026-03-15
MY694087,,Customer_C601,user8498@example.com,Ahmedabad,Allen Solly Sweater,Accessories,Sunglasses,Biba,10,Black,Male,4993.08,2799.0,5,13995.0,2025-08-31 01:51:00.135969,4.0,,191,UPI,Delivered,9,False,,,0.0,False,2025-08-31
MY179250,CUST97935,Customer_B612,user6320@example.com,Ahmedabad,American Tourister Bag,Men's Clothing,T-Shirts,Jack & Jones,9,Teal,Female,5309.15,3999.0,4,15996.0,2026-04-05 01:51:00.135969,4.0,,293,Net Banking,In Transit,12,False,,FREESHIP,1053.8758245491688,False,05/04/2026
MY663971,CUST82898,Customer_B325,user6118@example.com,Kolkata,U.S. Polo Shirt,Beauty & Personal Care,Makeup,Maybelline,7,Red,Male,1792.95,1299.0,3,3897.0,2025-05-30 01:51:00.135969,4.0,,172,Net Banking,Delivered,16,True,Quality issue,WELCOME20,134.52584389148024,False,2025-05-30
MY723395,CUST12987,Customer_D387,user4997@example.com,Kolkata,Peter England Jacket,Men's Clothing,Trousers,Adidas,8,Purple,Male,4552.57,3199.2,3,9597.6,2025-04-18 01:51:00.135969,4.0,,143,Debit Card,Delivered,11,False,,WELCOME20,622.4349412511148,True,2025-04-18
MY408004,CUST21249,Customer_A848,user9492@example.com,Chennai, Forest Essentials Cream ,Men's Clothing,Jeans,Puma,8,Grey,Unisex,4454.5,2499.0,1,2499.0,2025-09-13 01:51:00.135969,5.0,,201,Myntra Credit,Exchange Requested,19,False,,,0.0,True,2025-09-13
MY289305,CUST81036,Customer_E777,user9809@example.com,Ahmedabad,Nykaa Lipstick,Footwear,Flip Flops,Levis,4XL,White,Unisex,818.49,599.0,3,1797.0,2025-10-19 01:51:00.135969,5.0,,386,COD,Returned,0,False,,,0.0,False,2025-10-19
MY803826,CUST59195,Customer_D582,user1804@example.com,Hyderabad,Biba Kurta,Western Wear,Trousers,Titan,6,Green,Unisex,3847.14,2499.0,4,9996.0,2025-12-02 01:51:00.135969,10.0,Excellent!,206,Credit Card,Returned,20,False,,MYNTRA10,294.7623693211826,False,2025-12-02
MY453226,CUST35001,Customer_B875,user7165@example.com,Kolkata,Levis Jeans,Sports Wear,Track Pants,HRX,M,Brown,Female,4476.96,2499.0,4,9996.0,2025-07-07 01:51:00.135969,4.0,Average,91,Gift Card,Delivered,7,False,,,0.0,False,2025-07-07
MY372377,CUST67865,Customer_C202,user1010@example.com,Bangalore,Allen Solly Sweater,Beauty & Personal Care,Makeup,Wrangler,3XL,Yellow,Female,4067.93,2799.0,1,2799.0,2026-01-27 01:51:00.135969,5.0,,338,Debit Card,Delivered,18,False,,FREESHIP,820.084097751946,False,2026-01-27
MY906639,CUST10948,Customer_D886,user5541@example.com,Chennai,Forest Essentials Cream,Lingerie,Loungewear,Lakme,XXL,Yellow,Unisex,3958.05,2499.0,1,2499.0,2026-01-11 01:51:00.135969,5.0,Great product!,287,Credit Card,Delivered,3,False,,FLAT50,565.3392274253947,False,2026-01-11
MY769590,CUST63758,Customer_A518,user8506@example.com,Chennai,Puma Sports Shoes,Ethnic Wear,Sherwanis,Wrangler,8,Green,Female,5151.27,3999.0,5,19995.0,2025-11-12 01:51:00.135969,3.0,Great product!,227,Gift Card,In Transit,3,False,,WELCOME20,1168.0431694785657,False,2025-11-12
MY546777,CUST69837,Customer_D772,user5070@example.com,Delhi,Titan Watch,Accessories,Watches,Adidas,XXL,Brown,Unisex,9848.28,5999.0,5,29995.0,2025-07-30 01:51:00.135969,4.0,,423,EMI,In Transit,1,False,,WELCOME20,931.184358893274,False,2025-07-30
MY554964,CUST59905,Customer_E248,user53@example.com,Delhi,Fastrack Watch,Sports Wear,Leggings,Lakme,M,Grey,Female,3038.13,2499.0,2,4998.0,2025-05-13 01:51:00.135969,1.0,,187,Myntra Credit,Delivered,12,False,,,0.0,False,2025-05-13
MY779851,CUST44432,Customer_B402,user5595@example.com,Pune,Nykaa Lipstick,Lingerie,Panties,Wrangler,9,Grey,Unisex,1055.66,900.49,1,900.49,2025-12-08 01:51:00.135969,2.0,,15,Debit Card,Delivered,3,True,Quality issue,FREESHIP,54.09471571537984,False,2025-12-08
MY626957,CUST67169,Customer_D296,user3899@example.com,Delhi,Nike Running Shoes,Sports Wear,Shorts,,L,Blue,Male,8517.08,5999.0,4,23996.0,2026-02-09 01:51:00.135969,5.0,,395,Credit Card,Delivered,9,False,,MYNTRA10,1177.99321917574,False,2026-02-09
MY377750,CUST16192,Customer_D582,user6789@example.com,Delhi,Wrangler Jeans,Ethnic Wear,Salwar Suits,Nike,5XL,Teal,Unisex,3324.09,2299.0,5,11495.0,2025-06-27 01:51:00.135969,5.0,,413,UPI,Delivered,20,False,,,0.0,False,2025-06-27
MY685162,CUST94750,Customer_D947,user9852@example.com,Hyderabad,Levis Jeans,Beauty & Personal Care,Haircare,Sassafras,6,Black,Female,3139.74,2499.0,1,2499.0,2025-10-25 01:51:00.135969,3.0,,82,Debit Card,Processing,10,False,,FESTIVE40,177.47733809547017,False,2025-10-25
MY685162,CUST74570,Customer_E726,user7080@example.com,Hyderabad,Vero Moda Blouse,Lingerie,Shapewear,Adidas,6,Maroon,Male,1985.97,1799.0,100,1799.0,2025-04-30 01:51:00.135969,4.0,,372,Myntra Credit,In Transit,13,False,,FESTIVE40,313.0719574751761,False,2025-04-30
MY659407,CUST79935,Customer_D748,user2521@example.com,Mumbai,Wrangler Jeans,Kids' Wear,School Uniforms,Maybelline,7,Orange,Male,3433.98,2299.0,3,6897.0,2026-02-01 01:51:00.135969,5.0,,85,UPI,Delivered,13,False,,FREESHIP,153.80172270283754,False,2026-02-01
MY235862,CUST34911,Customer_B944,user8344@example.com,Ahmedabad,Roadster T-Shirt,Kids' Wear,Girls Clothing,Puma,6,Red,Male,1200.32,799.0,4,3196.0,2025-05-24 01:51:00.135969,3.0,,315,EMI,Out for Delivery,4,False,,,0.0,False,2025-05-24
MY732648,CUST26471,Customer_B440,user7570@example.com,Kolkata,Ray-Ban Sunglasses,Sports Wear,Sports Bra,Adidas,6,Purple,Unisex,8992.08,7999.0,1,7999.0,2025-05-12 01:51:00.135969,2.0,,246,EMI,Delivered,4,False,,,0.0,True,2025-05-12
MY916677,CUST17230,Customer_D496,user8986@example.com,Pune,Levis Jeans,Ethnic Wear,Lehengas,Manyavar,XL,Black,Unisex,2809.43,2499.0,4,9996.0,2025-11-28 01:51:00.135969,1.0,,280,COD,Out for Delivery,12,False,,FESTIVE40,735.0750213842456,False,2025-11-28
MY674992,CUST92896,Customer_B169,user661@example.com,Mumbai,American Tourister Bag,Lingerie,Bras,HRX,9,Maroon,Unisex,7471.25,3999.0,5,19995.0,2026-01-18 01:51:00.135969,5.0,,362,Net Banking,Delivered,15,False,,,0.0,False,2026-01-18
MY429239,CUST77895,Customer_B165,user8206@example.com,Hyderabad,Nike Leggings,Western Wear,Jackets,Sassafras,XS,Maroon,Unisex,3317.41,2499.0,4,9996.0,2025-07-29 01:51:00.135969,5.0,,109,Gift Card,Processing,4,False,,WELCOME20,443.30280739544924,False,29/07/2025
MY867065,CUST55593,Customer_C789,user4657@example.com,Chennai,Manyavar Sherwani,Beauty & Personal Care,Skincare,Manyavar,XXL,Teal,Male,22379.05,14999.0,3,44997.0,2025-07-15 01:51:00.135969,4.0,,480,Debit Card,In Transit,14,False,,,0.0,True,2025-07-15
MY541017,CUST97829,Customer_B157,user5000@example.com,Pune,Puma Sports Shoes,Sports Wear,Gym T-Shirts,Biba,4XL,Navy Blue,Female,6464.0,3999.0,5,19995.0,2026-02-21 01:51:00.135969,3.0,Great product!,122,EMI,Delivered,4,False,,,0.0,False,2026-02-21
MY592562,CUST91515,Customer_E802,user937@example.com,Kolkata,Sassafras Dress,Lingerie,Loungewear,Fastrack,S,Maroon,Male,2454.02,1599.0,3,4797.0,2025-11-05 01:51:00.135969,5.0,,437,Myntra Credit,In Transit,18,False,,WELCOME20,299.91722087514466,False,2025-11-05
MY582165,CUST73655,Customer_A280,user5960@example.com,Pune,HRX Graphic Tee,Sports Wear,Gym T-Shirts,Sassafras,4XL,Blue,Unisex,915.86,699.0,4,2796.0,2026-02-18 01:51:00.135969,4.0,,156,UPI,Returned,18,False,,,0.0,False,2026-02-18
MY124553,CUST26110,Customer_D656,user8731@example.com,Delhi,Here&Now Top,Lingerie,Panties,Manyavar,M,Pink,Female,1313.54,899.0,3,2697.0,2026-03-03 01:51:00.135969,5.0,Perfect fit,222,Credit Card,Delivered,14,True,Quality issue,FESTIVE40,4.3508256632263755,True,2026-03-03
MY260141,CUST85299,Customer_D179,user6588@example.com,Mumbai,Global Desi Suit,Kids' Wear,School Uniforms,Vero Moda,6,Black,Unisex,7608.79,3999.0,4,15996.0,2025-05-09 01:51:00.135969,5.0,Good quality,272,Gift Card,In Transit,7,False,,FREESHIP,239.90462791963725,True,2025-05-09
MY818110,CUST70341,Customer_C634,user1287@example.com,Bangalore,Libas Lehenga,Men's Clothing,Shirts,Titan,L,Teal,Female,17077.03,8999.0,4,35996.0,2025-04-12 01:51:00.135969,5.0,,176,Myntra Credit,Delivered,12,False,,WELCOME20,928.7950347888407,False,12/04/2025
MY326246,CUST47403,Customer_B280,user436@example.com,Kolkata,Anouk Saree,Accessories,Belts,Lakme,3XL,Blue,Female,5694.38,3499.0,5,17495.0,2026-03-27 01:51:00.135969,2.0,,52,Myntra Credit,In Transit,9,False,,FLAT50,547.7840591983772,True,2026-03-27
MY756060,CUST18381,Customer_C993,user9008@example.com,Ahmedabad,Biba Kurta,Footwear,Casual Shoes,HRX,5XL,Teal,Male,3288.03,2499.0,4,9996.0,2025-10-14 01:51:00.135969,4.0,,53,Myntra Credit,Delivered,9,False,,WELCOME20,123.03636949174876,False,2025-10-14
MY478284,CUST56705,Customer_C414,user7699@example.com,Delhi,Nike Running Shoes,Beauty & Personal Care,Skincare,Biba,3XL,Purple,Male,10465.99,5999.0,1,5999.0,2025-12-27 01:51:00.135969,4.0,,199,Gift Card,Delivered,15,False,,MYNTRA10,1487.1911015878404,True,2025-12-27
MY320960,CUST94035,Customer_B236,user3524@example.com,Kolkata,Libas Lehenga,Accessories,Belts,Biba,5XL,Orange,Unisex,13865.66,8999.0,1,8999.0,2026-02-14 01:51:00.135969,1.0,Average,459,EMI,Out for Delivery,18,False,,,0.0,False,2026-02-14
MY320960,CUST83418,Customer_A886,user8583@example.com,Mumbai,Plum Skincare Set,Sports Wear,Gym T-Shirts,Adidas,XS,Grey,Male,2683.4,1499.0,4,5996.0,2025-08-03 01:51:00.135969,5.0,,471,Net Banking,Delivered,9,False,,,0.0,False,2025-08-03
MY600337,CUST71805,Customer_A313,user9677@example.com,Delhi,Jack & Jones Shirt,Footwear,Sports Shoes,Adidas,8,Yellow,Unisex,3692.91,1899.0,3,5697.0,2025-05-30 01:51:00.135969,4.0,,207,Gift Card,Delivered,10,False,,,0.0,True,2025-05-30
MY943527,CUST32129,Customer_D563,user3065@example.com,Delhi,Nykaa Lipstick,Kids' Wear,Infant Wear,HRX,XS,Teal,Unisex,975.23,599.0,5,2995.0,2025-11-30 01:51:00.135969,5.0,Not satisfied,135,Debit Card,Delivered,6,False,,FREESHIP,16.833656195538964,True,2025-11-30
MY962404,CUST13132,Customer_C489,user5576@example.com,Delhi,Nike Running Shoes,Footwear,Flip Flops,Jack & Jones,9,Navy Blue,Male,9269.29,5999.0,2,11998.0,2026-03-20 01:51:00.135969,4.0,Delivery was late,178,COD,Delivered,3,False,,MYNTRA10,1782.2022113879807,False,2026-03-20
MY171236,CUST65714,Customer_B923,user2509@example.com,Bangalore,W for Women Skirt,Lingerie,Loungewear,Lakme,L,Maroon,Male,1835.88,1299.0,1,1299.0,2025-06-25 01:51:00.135969,5.0,,396,Invalid Method,Delivered,20,False,,,0.0,False,2025-06-25
MY211041,CUST47164,Customer_A280,user9119@example.com,Pune,Bata Sandals,Ethnic Wear,Kurtas,Titan,9,Teal,Male,2057.61,1299.0,5,6495.0,2025-06-17 01:51:00.135969,1.0,,341,Debit Card,Delivered,14,False,,,0.0,False,2025-06-17
MY964374,CUST47896,Customer_B438,user2498@example.com,Delhi,Nike Running Shoes,Western Wear,Jackets,Fastrack,10,Black,Female,8912.21,5999.0,3,17997.0,2025-06-08 01:51:00.135969,5.0,,290,Gift Card,Cancelled,7,False,,WELCOME20,323.71634576567766,True,2025-06-08
MY545773,CUST93255,Customer_E658,user9413@example.com,Hyderabad,Bata Sandals,Footwear,Sandals,Adidas,S,Maroon,Unisex,1755.81,1299.0,2,2598.0,2025-09-19 01:51:00.135969,1.0,,320,COD,Delivered,19,False,,MYNTRA10,197.12976005716968,False,2025-09-19
MY186392,CUST72163,Customer_E623,user538@example.com,Delhi,Puma Sports Shoes,Kids' Wear,Infant Wear,Nykaa,S,Grey,Unisex,7737.22,3999.0,4,15996.0,2025-07-31 01:51:00.135969,2.0,,182,Credit Card,Delivered,10,True,Late delivery,,0.0,True,2025-07-31
MY115986,CUST68071,Customer_D756,user7076@example.com,Mumbai,Decathlon Shorts,Footwear,Flip Flops,Lakme,XS,Red,Female,1530.68,799.0,2,1598.0,2025-12-25 01:51:00.135969,4.0,,466,Net Banking,In Transit,7,False,,,0.0,False,2025-12-25
MY721121,CUST18925,Customer_E78,user1177@example.com,Bangalore,Nykaa Lipstick,Accessories,Jewelry,Wrangler,XS,Maroon,Female,981.02,599.0,4,2396.0,2025-04-19 01:51:00.135969,3.0,,486,UPI,Out for Delivery,1,False,,,0.0,False,2025-04-19
MY635333,CUST22138,Customer_B161,user8738@example.com,Mumbai,Ray-Ban Sunglasses,Sports Wear,Leggings,Maybelline,4XL,Grey,Unisex,9907.21,7999.0,4,31996.0,2025-10-24 01:51:00.135969,4.0,,290,Net Banking,Delivered,12,False,,,0.0,False,2025-10-24
MY554470,CUST13244,Customer_E502,user4082@example.com,Bangalore,Biba Kurta,Western Wear,Skirts,Lakme,5XL,Green,Female,3229.22,1999.2,-3,0.0,2026-01-24 01:51:00.135969,1.0,,224,Debit Card,Delivered,16,False,,,0.0,False,2026-01-24
MY234105,CUST93993,Customer_D338,user5170@example.com,Mumbai,U.S. Polo Shirt,Accessories,Belts,Titan,M,Orange,Unisex,2449.4,1299.0,1,1299.0,2025-08-19 01:51:00.135969,4.0,,157,Myntra Credit,Delivered,13,False,,MYNTRA10,365.6036315937062,False,2025-08-19
MY958799,CUST73112,Customer_E803,user5346@example.com,Ahmedabad,HRX Track Pants,Ethnic Wear,Sherwanis,Adidas,9,Navy Blue,Unisex,1799.89,1299.0,3,3897.0,2025-12-09 01:51:00.135969,4.0,,76,COD,Delivered,20,False,,FESTIVE40,72.01470195682472,False,2025-12-09
MY552749,CUST52429,Customer_C714,user2762@example.com,Kolkata,Libas Lehenga,Kids' Wear,Girls Clothing,Vero Moda,5XL,Pink,Female,11608.2,8999.0,4,35996.0,2026-03-30 01:51:00.135969,3.0,,461,Invalid Method,Out for Delivery,14,False,,FLAT50,113.7126554770822,False,2026-03-30
MY561958,CUST11689,Customer_D817,user861@example.com,Chennai,Allen Solly Sweater,Ethnic Wear,Kurtas,Nykaa,8,Pink,Male,4268.48,1083.19,4,4332.74,2025-05-19 01:51:00.135969,4.0,,79,Myntra Credit,Delivered,2,False,,,0.0,False,19/05/2025
MY368114,CUST88527,Customer_B383,user2441@example.com,Pune,Puma Gym T-Shirt,Beauty & Personal Care,Fragrances,Fastrack,7,White,Unisex,1919.52,699.3,2,1398.6,2025-05-31 01:51:00.135969,5.0,,194,Gift Card,Delivered,20,False,,,0.0,False,2025-05-31
MY584799,CUST69385,Customer_B972,user8213@example.com,Bangalore,Plum Skincare Set,Lingerie,Shapewear,Nykaa,XXL,Green,Unisex,2861.97,1499.0,1,1499.0,2025-04-13 01:51:00.135969,3.0,Delivery was late,57,Gift Card,Out for Delivery,0,False,,,0.0,False,2025-04-13
MY706605,CUST28077,Customer_E163,user4506@example.com,Hyderabad,Libas Lehenga,Ethnic Wear,Salwar Suits,Levis,S,Grey,Male,11981.76,8999.0,4,35996.0,2025-07-16 01:51:00.135969,2.0,Not satisfied,397,UPI,Delivered,16,False,,,0.0,False,2025-07-16
MY706605,CUST74404,Customer_A355,user47@example.com,Ahmedabad,Adidas Sports Bra,Footwear,Sandals,Manyavar,9,Yellow,Female,2514.96,1899.0,5,9495.0,2025-10-05 01:51:00.135969,3.0,,62,COD,Delivered,13,False,,,0.0,False,2025-10-05
MY402937,CUST86598,Customer_A627,user8114@example.com,Pune,Lakme Eye Shadow,Women's Clothing,Tops,Fastrack,S,Brown,Unisex,580.86,499.0,5,2495.0,2026-02-28 01:51:00.135969,5.0,,83,UPI,Delivered,14,False,,FESTIVE40,98.71814629784718,True,2026-02-28
MY662189,CUST55372,Customer_C455,user7243@example.com,Bangalore,W Kurti,Lingerie,Bras,Puma,7,Navy Blue,Unisex,1849.23,1299.0,1,1299.0,2025-10-18 01:51:00.135969,1.0,Worth the money,447,Gift Card,Delivered,18,False,,MYNTRA10,77.92344765357518,True,2025-10-18
MY778500,CUST61722,Customer_E379,user1612@example.com,Delhi,HRX Track Pants,Accessories,Bags,Jack & Jones,9,Brown,Unisex,1445.55,1299.0,3,3897.0,2025-08-25 01:51:00.135969,100.0,,294,Gift Card,Delivered,1,False,,,0.0,False,2025-08-25
MY466271,CUST22293,Customer_C683,user5375@example.com,Hyderabad,Woodland Boots,Ethnic Wear,Dhotis,Jack & Jones,M,Maroon,Unisex,11982.38,5999.0,2,11998.0,2025-10-10 01:51:00.135969,4.0,Excellent!,37,Myntra Credit,Delivered,10,False,,,0.0,False,2025-10-10
MY260287,CUST50409,Customer_E567,user2169@example.com,Hyderabad,Forest Essentials Cream,Sports Wear,Sports Bra,Levis,XXL,Blue,Male,4781.19,2499.0,2,4998.0,2026-03-27 01:51:00.135969,4.0,,55,Net Banking,Delivered,4,False,,,0.0,True,2026-03-27
MY740203,CUST60521,Customer_E943,user2662@example.com,Chennai,Voylla Jewelry Set,Sports Wear,Gym T-Shirts,Lakme,XL,Red,Unisex,2047.83,1499.0,2,2998.0,2025-06-08 01:51:00.135969,2.0,Delivery was late,34,EMI,Cancelled,13,False,,FESTIVE40,127.06835466690785,False,2025-06-08
MY256917,CUST51064,Customer_D710,user6228@example.com,Kolkata, Bata Sandals ,Western Wear,Jeans,Jack & Jones,3XL,Black,Unisex,1615.29,1299.0,1,1299.0,2025-07-21 01:51:00.135969,4.0,Worth the money,67,Net Banking,Delivered,8,True,Late delivery,FREESHIP,19.310428893774954,False,2025-07-21
MY461821,CUST74170,Customer_E95,user5230@example.com,Kolkata,Sassafras Dress,Footwear,Flip Flops,Fastrack,S,White,Male,2949.34,1599.0,1,1599.0,2026-04-04 01:51:00.135969,5.0,,197,Myntra Credit,In Transit,2,False,,FESTIVE40,345.94853016059056,False,2026-04-04
MY529380,CUST35037,Customer_D456,user3831@example.com,Chennai,Sassafras Dress,Men's Clothing,Sweaters,Lakme,,Teal,Male,2454.04,1599.0,2,3198.0,2025-10-25 01:51:00.135969,5.0,Great product!,219,EMI,Exchange Requested,15,False,,,0.0,False,2025-10-25
MY885035,CUST73904,Customer_E775,user8166@example.com,Kolkata,Manyavar Sherwani,,Leggings,Anouk,5XL,Green,Female,28950.45,14999.0,4,59996.0,2026-01-15 01:51:00.135969,3.0,,496,Gift Card,Delivered,13,False,,,0.0,False,2026-01-15
MY273565,CUST13267,Customer_B582,user6832@example.com,Pune,Titan Watch,Beauty & Personal Care,Skincare,Biba,10,Black,Unisex,9511.81,5999.0,5,29995.0,2025-05-16 01:51:00.135969,5.0,,238,Net Banking,Delivered,14,False,,,0.0,False,2025-05-16
MY583755,CUST68852,Customer_B692,user1381@example.com,Kolkata,Manyavar Sherwani,Sports Wear,Shorts,Anouk,5XL,Green,Male,17097.53,14999.0,2,29998.0,2025-11-22 01:51:00.135969,5.0,,175,EMI,Delivered,19,False,,WELCOME20,490.18029099877634,False,2025-11-22
MY113501,CUST82704,Customer_C821,user2276@example.com,Chennai,Bata Sandals,Western Wear,Jeans,Maybelline,XXL,Red,Unisex,1661.18,259.8,4,1039.2,2025-04-24 01:51:00.135969,2.0,,317,Debit Card,Delivered,4,True,Quality issue,WELCOME20,51.940563534775094,False,2025-04-24
MY242721,CUST80502,Customer_D521,user4134@example.com,Mumbai,Jack & Jones Shirt,Accessories,Belts,,8,White,Unisex,3399.86,1899.0,4,7596.0,2025-09-26 01:51:00.135969,3.0,,305,UPI,Delivered,16,False,,FLAT50,362.868522208511,False,2025-09-26
MY825478,CUST51369,Customer_D55,user3005@example.com,Mumbai,Peter England Jacket,Footwear,Sports Shoes,Vero Moda,8,Purple,Unisex,6549.69,3999.0,1,3999.0,2025-12-09 01:51:00.135969,1.0,,112,UPI,Cancelled,3,False,,SUMMER30,1102.9581531711322,True,2025-12-09
MY825478,CUST50943,Customer_D593,user9111@example.com,Pune, Peter England Jacket ,Sports Wear,Sports Bra,Levis,L,White,Female,5689.03,3999.0,1,3999.0,2025-12-03 01:51:00.135969,5.0,Worth the money,11,Net Banking,Delivered,14,True,Not as described,,0.0,False,2025-12-03
MY510499,CUST17184,Customer_D747,user316@example.com,Hyderabad,Levis Jeans,Men's Clothing,Sweaters,Wrangler,9,Green,Male,4347.89,2499.0,3,7497.0,2025-09-09 01:51:00.135969,5.0,,58,COD,Out for Delivery,18,False,,FLAT50,204.51660136274745,False,2025-09-09
MY532251,CUST65789,Customer_E180,user3783@example.com,Ahmedabad,Global Desi Suit,Sports Wear,Gym T-Shirts,Lakme,XS,Brown,Female,7241.28,3999.0,2,7998.0,2025-10-14 01:51:00.135969,4.0,Excellent!,396,Credit Card,Delivered,6,True,Late delivery,FESTIVE40,102.93712394513923,False,2025-10-14
MY158144,CUST52458,Customer_C40,user9792@example.com,Pune,Fastrack Watch,Women's Clothing,Dresses,Puma,10,Pink,Unisex,4700.41,2499.0,1,2499.0,2025-05-05 01:51:00.135969,100.0,,400,Net Banking,Delivered,13,False,,FREESHIP,643.0237234178679,False,2025-05-05
MY991350,CUST52280,Customer_A165,user3908@example.com,Mumbai,Adidas Sports Bra,Ethnic Wear,Lehengas,Roadster,XL,Brown,Unisex,3301.11,1709.1,3,5127.3,2026-01-19 01:51:00.135969,5.0,Perfect fit,406,Net Banking,Delivered,16,False,,,0.0,True,2026-01-19
MY294108,CUST88503,Customer_C351,user9705@example.com,Chennai,Libas Lehenga,Women's Clothing,Dresses,Wrangler,S,Teal,Male,12490.43,8099.1,4,32396.4,2025-05-22 01:51:00.135969,5.0,Excellent!,464,Credit Card,Delivered,5,False,,,0.0,True,2025-05-22
MY782931,CUST55648,Customer_C494,user8815@example.com,Mumbai,Plum Skincare Set,Men's Clothing,Trousers,Sassafras,4XL,Red,Male,2537.63,1499.0,3,4497.0,2026-04-12 01:51:00.135969,5.0,,146,EMI,Cancelled,17,False,,,0.0,False,2026-04-12
MY809192,CUST35262,Customer_B435,user8012@example.com,Hyderabad,Voylla Jewelry Set,Lingerie,Loungewear,Nike,XXL,Green,Female,1756.96,1499.0,2,2998.0,2025-07-02 01:51:00.135969,3.0,,103,Debit Card,Delivered,13,False,,FREESHIP,192.14336525465347,False,2025-07-02
MY114091,CUST83851,Customer_B548,user2527@example.com,Hyderabad,Plum Skincare Set,Lingerie,Loungewear,Lakme,XL,Black,Female,2494.94,899.4,2,1798.8,2025-08-26 01:51:00.135969,4.0,Good quality,274,EMI,Delivered,13,False,,FESTIVE40,97.78751825404147,False,2025-08-26
MY680754,CUST12069,Customer_B87,user2715@example.com,Pune,Here&Now Top,Kids' Wear,Boys Clothing,Adidas,7,Green,Unisex,1461.14,899.0,5,4495.0,2025-07-31 01:51:00.135969,2.0,Great product!,275,COD,Exchange Requested,2,False,,,0.0,False,2025-07-31
MY557485,CUST16881,Customer_A331,user2044@example.com,Kolkata,Allen Solly Sweater,Sports Wear,Track Pants,Maybelline,5XL,Navy Blue,Male,3447.1,2799.0,3,8397.0,2026-04-06 01:51:00.135969,4.0,,219,Net Banking,Delivered,7,False,,,0.0,False,2026-04-06
MY557485,CUST50941,Customer_D852,user2990@example.com,Kolkata,Allen Solly Sweater,Ethnic Wear,Kurtas,Maybelline,8,Purple,Female,4705.15,559.8,4,2239.2,2025-04-25 01:51:00.135969,4.0,,261,Gift Card,Delivered,7,False,,,0.0,False,2025-04-25
